단지명,회사명,"공장대표주소(지번, 도로명 주소)",매핑된 업종명
화성마도일반산업단지,미우산업,경기도 화성시 마도면 쌍송리 664-5,운송장비
화성마도일반산업단지,백천스틸(주),경기도 화성시 마도면 쌍송리 690-2,기타
화성마도일반산업단지,본하이테크(주),경기도 화성시 마도면 쌍송리 683-8번지,기타
화성마도일반산업단지,본하이테크(주),경기도 화성시 마도면 쌍송리 684-1번지,기타
화성마도일반산업단지,부경진공,경기도 화성시 마도면 쌍송리 665-2번지,기타
화성마도일반산업단지,비씨씨(주),경기도 화성시 마도면 쌍송리 684-6번지,기타
화성마도일반산업단지,선호기업,경기도 화성시 마도면 쌍송리 690-6번지,기타
화성마도일반산업단지,성보P&T(주),경기도 화성시 마도면 쌍송리 663-1번지,운송장비
화성마도일반산업단지,성산건설(주),경기도 화성시 마도면 쌍송리 666-7번지,기타
화성마도일반산업단지,세기인더스 주식회사,경기도 화성시 마도면 쌍송리 665-2,기타
화성마도일반산업단지,세원펀칭,경기도 화성시 마도면 쌍송리 591-51번지,전기전자
화성마도일반산업단지,승우카공업사,경기도 화성시 마도면 쌍송리 662번지,기타
화성마도일반산업단지,신덕산업(주),경기도 화성시 마도면 쌍송리 675-6,기타
화성마도일반산업단지,신라파이어(주),경기도 화성시 마도면 쌍송리 683-4번지,기타
화성마도일반산업단지,신성소재(주),경기도 화성시 마도면 쌍송리 691-8번지,기타
화성마도일반산업단지,신정엔지니어링(주),경기도 화성시 마도면 쌍송리 692-2,기타
화성마도일반산업단지,씨앤아이기계공업(주),경기도 화성시 마도면 쌍송리 675-2번지,기타
화성마도일반산업단지,알로이메탈산업,경기도 화성시 마도면 쌍송리 665-4,기타
화성마도일반산업단지,에이앤피산업(주),경기도 화성시 마도면 쌍송리 676-7번지,기타
화성마도일반산업단지,에이앤피산업(주),경기도 화성시 마도면 쌍송리 676-6번지,기타
화성마도일반산업단지,에이치제이씨(주),경기도 화성시 마도면 쌍송리 690-3,기타
화성마도일반산업단지,에이텍 주식회사,경기도 화성시 마도면 쌍송리 690-1,기타
화성마도일반산업단지,에이피아이(주),경기도 화성시 마도면 쌍송리 690-2,운송장비
화성마도일반산업단지,에프디시스(주),경기도 화성시 마도면 쌍송리 667-2,기타
화성마도일반산업단지,예성,경기도 화성시 마도면 쌍송리 675-7번지,운송장비
화성마도일반산업단지,오유테크코리아,경기도 화성시 마도면 쌍송리 664-7,기타
화성마도일반산업단지,와산업(주) ,경기도 화성시 마도면 쌍송리 692-6번지,기타
화성마도일반산업단지,위버텍(주),경기도 화성시 마도면 쌍송리 674-3번지,전기전자
화성마도일반산업단지,유원메탈,경기도 화성시 마도면 마도공단로4길 46-20,기타
화성마도일반산업단지,은혜정밀(주),경기도 화성시 마도면 쌍송리 691-2,기타
화성마도일반산업단지,인알파코리아(주),경기도 화성시 마도면 쌍송리 664-4,운송장비
화성마도일반산업단지,인알파코리아(주),경기도 화성시 마도면 쌍송리 667-5번지,운송장비
화성마도일반산업단지,인알파코리아(주),경기도 화성시 마도면 쌍송리 674,기타
화성마도일반산업단지,전기로공업,경기도 화성시 마도면 쌍송리 677-9번지,기타
화성마도일반산업단지,제이엠테크닉스(주),경기도 화성시 마도면 쌍송리 675-1번지,기타
화성마도일반산업단지,제일이엔에스(주) 화성공장,경기도 화성시 마도면 쌍송리 667-6번지,기타
화성마도일반산업단지,젬코텍,경기도 화성시 마도면 쌍송리 683번지,기타
화성마도일반산업단지,주식회사 동기피엔아이,경기도 화성시 마도면 쌍송리 663-2번지,운송장비
화성마도일반산업단지,주식회사 비앤에이,경기도 화성시 마도면 쌍송리 676-3,기타
화성마도일반산업단지,주식회사 아민,경기도 화성시 마도면 쌍송리 691-9,기타
화성마도일반산업단지,주식회사블루그린,경기도 화성시 마도면 쌍송리 676-3,기타
화성마도일반산업단지,지코아시아 주식회사 ,경기도 화성시 마도면 쌍송리 675-2번지,기타
화성마도일반산업단지,지테크산업(주),경기도 화성시 마도면 쌍송리 684-3번지,기타
화성마도일반산업단지,지테크산업(주),경기도 화성시 마도면 쌍송리 684-4번지,기타
화성마도일반산업단지,진영철강(주),경기도 화성시 마도면 쌍송리 678-7번지,기타
화성마도일반산업단지,창현공조,경기도 화성시 마도면 쌍송리 692-3,기타
화성마도일반산업단지,캐럿앤빈,경기도 화성시 마도면 쌍송리 690-3,기타
화성마도일반산업단지,코웨이엔텍 주식회사  ,경기도 화성시 마도면 쌍송리 672-4,기타
화성마도일반산업단지,태양기어,경기도 화성시 마도면 쌍송리 674-4,기타
화성마도일반산업단지,태흥유압,경기도 화성시 마도면 쌍송리 690-1번지,기타
화성마도일반산업단지,티엠씨테크,경기도 화성시 마도면 쌍송리 690-4번지,기타
화성마도일반산업단지,플러스에이원(주) ,경기도 화성시 마도면 쌍송리 692-7번지,기타
화성마도일반산업단지,한강에너지 태양광발전소 ,경기도 화성시 마도면 쌍송리 677-8번지,기타
화성마도일반산업단지,한국터치스크린(주),경기도 화성시 마도면 쌍송리 667-2,전기전자
화성마도일반산업단지,한국파렛트풀(주),경기도 화성시 마도면 쌍송리 678-4번지,기타
화성마도일반산업단지,한국파렛트풀(주),경기도 화성시 마도면 쌍송리 678-3번지,기타
화성마도일반산업단지,한성,경기도 화성시 마도면 쌍송리 675-4번지,기타
화성마도일반산업단지,한스(주),경기도 화성시 마도면 쌍송리 마도산업단지 2블럭 10롯트,기타
화성마도일반산업단지,한양종합기계,경기도 화성시 마도면 쌍송리 692-1,기타
화성마도일반산업단지,한이금속(주),경기도 화성시 마도면 쌍송리 678,기타
화성마도일반산업단지,한일기계공업(주),경기도 화성시 마도면 쌍송리 691-10번지 ,기타
화성마도일반산업단지,해성메탈 ,경기도 화성시 마도면 쌍송리 672-7번지,기타
화성마도일반산업단지,핸즈식스(주),경기도 화성시 마도면 쌍송리 682번지,운송장비
화성마도일반산업단지,핸즈식스(주),경기도 화성시 마도면 쌍송리 682-1번지,운송장비
화성마도일반산업단지,핸즈식스(주) ,경기도 화성시 마도면 쌍송리 678-6번지,기타
화성마도일반산업단지,혁성정밀,경기도 화성시 마도면 쌍송리 692-8,기타
화성마도일반산업단지,현대ENG,경기도 화성시 마도면 쌍송리 692,기타
화성마도일반산업단지,흥광테크(주),경기도 화성시 마도면 쌍송리 678-3번지,기타
화성마도일반산업단지,흥국공업(주),경기도 화성시 마도면 쌍송리 676-5번지,기타
화성발안일반산업단지,(사)한국교통장애인협회사업부,경기도 화성시 향남읍 구문천리 926-6번지,전기전자
화성발안일반산업단지,(주)21하이테크,경기도 화성시 향남읍 구문천리 933-3번지,기타
화성발안일반산업단지,(주)YG산업,경기도 화성시 향남읍 구문천리 934-7번지,기타
화성발안일반산업단지,(주)건강사랑,경기도 화성시 향남읍 하길리 1407-3,기타
화성발안일반산업단지,(주)건영테크 지점,경기도 화성시 향남읍 구문천리 930-16,기타
화성발안일반산업단지,(주)구두레인터내셔날,경기도 화성시 향남읍 구문천리 935-2번지,기타
화성발안일반산업단지,(주)국전약품,경기도 화성시 향남읍 하길리 1408-3 번지,기타
화성발안일반산업단지,(주)국전약품,경기도 화성시 향남읍 하길리 1408-16,기타
화성발안일반산업단지,(주)글로이스,경기도 화성시 향남읍 구문천리 935-9번지,전기전자
화성발안일반산업단지,(주)금강테크,경기도 화성시 향남읍 구문천리 935-5,전기전자
화성발안일반산업단지,(주)나이스텍,경기도 화성시 향남읍 하길리 1403-6번지,기타
화성발안일반산업단지,(주)남영공조시스템이엔지,경기도 화성시 향남읍 하길리 1406-7번지,기타
화성발안일반산업단지,(주)네오유디유,경기도 화성시 향남읍 구문천리번지 발안지방산업단지 6-10블럭,기타
화성발안일반산업단지,(주)네오페이퍼,경기도 화성시 향남읍 구문천리 932-13번지,기타
화성발안일반산업단지,(주)뉴파워프라즈마,경기도 화성시 향남읍 구문천리 935-11,전기전자
화성발안일반산업단지,(주)다원산업,경기도 화성시 향남읍 구문천리 923-1번지,목재종이출판
화성발안일반산업단지,(주)대성시스템,경기도 화성시 향남읍 구문천리 935-10,기타
화성발안일반산업단지,(주)대성일렉트로닉스,경기도 화성시 향남읍 하길리 1406-28,전기전자
화성발안일반산업단지,(주)대아씨앤아이,경기도 화성시 마도면 쌍송리 683-2번지,기타
화성발안일반산업단지,(주)대일씨에프티,경기도 화성시 향남읍 구문천리 926-5번지,전기전자
화성발안일반산업단지,(주)대진조명,경기도 화성시 향남읍 하길리 1412-1번지,전기전자
화성발안일반산업단지,(주)대한테크,경기도 화성시 향남읍 구문천리 930-7번지,기타
화성발안일반산업단지,(주)대호호이스트크레인,경기도 화성시 향남읍 하길리 1408-11번지,기타
화성발안일반산업단지,(주)대흥,경기도 화성시 향남읍 구문천리 936-9번지,전기전자
화성발안일반산업단지,(주)덕우산업,경기도 화성시 향남읍 구문천리 932-5번지,기타
화성발안일반산업단지,(주)도어텍,경기도 화성시 향남읍 구문천리 936-6번지,전기전자
화성발안일반산업단지,(주)도어텍,경기도 화성시 향남읍 구문천리 926-3번지,기타
화성발안일반산업단지,(주)도원정공,경기도 화성시 향남읍 구문천리 930-15번지,기타
화성발안일반산업단지,(주)두민,경기도 화성시 향남읍 하길리 1411-6번지,전기전자
화성발안일반산업단지,(주)두산퓨얼셀파워,경기도 화성시 향남읍 하길리 1405-9번지,전기전자
화성발안일반산업단지,(주)두손에이에스,경기도 화성시 향남읍 구문천리 932-2번지,기타
화성발안일반산업단지,(주)두테크,경기도 화성시 향남읍 구문천리 926-4번지,기타
화성발안일반산업단지,(주)디에스피엠,경기도 화성시 향남읍 하길리 1412-6번지,기타
화성발안일반산업단지,(주)디엠에스티 ,경기도 화성시 향남읍 하길리 1412-12번지,기타
화성발안일반산업단지,(주)디와이엘씨디,경기도 화성시 향남읍 하길리 1408-8번지,기타
화성발안일반산업단지,(주)디제이엠텍,경기도 화성시 향남읍 구문천리 932-22번지,전기전자
화성발안일반산업단지,(주)매니머치에코테크,경기도 화성시 향남읍 구문천리 928번지,기타
화성발안일반산업단지,(주)명우,경기도 화성시 향남읍 구문천리 932-10번지,기타
화성발안일반산업단지,(주)모스펙,경기도 화성시 향남읍 구문천리 921-3번지,기타
화성발안일반산업단지,(주)모아 플레이팅,경기도 화성시 향남읍 구문천리 930-16,기타
화성발안일반산업단지,(주)무아정밀,경기도 화성시 향남읍 구문천리 930-14,기타
화성발안일반산업단지,(주)바로나스틸,경기도 화성시 향남읍 구문천리 930-14번지,기타
화성발안일반산업단지,(주)바로나스틸,경기도 화성시 향남읍 구문천리 935-24번지,기타
화성발안일반산업단지,(주)백상에스티,경기도 화성시 향남읍 구문천리 925-4번지,목재종이출판
화성발안일반산업단지,(주)백스코,경기도 화성시 향남읍 구문천리 926-10 번지,기타
화성발안일반산업단지,(주)백웅,경기도 화성시 향남읍 하길리 1406-15번지,기타
화성발안일반산업단지,(주)백웅,경기도 화성시 향남읍 하길리 1406-14번지,기타
화성발안일반산업단지,(주)베스틴,경기도 화성시 향남읍 구문천리 935-16번지,기타
화성발안일반산업단지,(주)보광씨티,경기도 화성시 향남읍 구문천리 929-9번지,기타
화성발안일반산업단지,(주)부성엘티에스,경기도 화성시 향남읍 하길리 1406-12번지,기타
화성발안일반산업단지,(주)부성엘티에스,경기도 화성시 향남읍 하길리 1412-14번지,기타
화성발안일반산업단지,(주)부일테크 발안지점,경기도 화성시 향남읍 구문천리 930-16번지,기타
화성발안일반산업단지,(주)비엔엠,경기도 화성시 향남읍 구문천리 936-8번지,전기전자
화성발안일반산업단지,(주)비즈니스보루네오,경기도 화성시 향남읍 구문천리 923-1번지,목재종이출판
화성발안일반산업단지,(주)삼이송메탈,경기도 화성시 향남읍 발안공단로1길 29,기타
화성발안일반산업단지,(주)상원이엔지 ,경기도 화성시 향남읍 하길리 1412-16번지,기타
화성발안일반산업단지,(주)상지정밀 2공장,경기도 화성시 향남읍 하길리 1407-4번지,기타
화성발안일반산업단지,(주)선우피엔이,경기도 화성시 향남읍 발안지방산업단지 20블럭 1롯트,기타
화성발안일반산업단지,(주)선일파워트레인,경기도 화성시 향남읍 구문천리 930-2번지,기타
화성발안일반산업단지,(주)성원엔지니어링,경기도 화성시 향남읍 구문천리 930-7번지,기타
화성발안일반산업단지,(주)성한정공,경기도 화성시 향남읍 구문천리 930-15번지,기타
화성발안일반산업단지,(주)성화인더스트리,경기도 화성시 향남읍 구문천리 930-1,위험물등
화성발안일반산업단지,(주)세계테크원 ,경기도 화성시 향남읍 구문천리 929-19번지,전기전자
화성발안일반산업단지,(주)세광산업조명,경기도 화성시 향남읍 구문천리 930-14번지,기타
화성발안일반산업단지,(주)세영,경기도 화성시 향남읍 구문천리 933-2번지,운송장비
화성발안일반산업단지,(주)세영테크,경기도 화성시 향남읍 구문천리 932-15번지,운송장비
화성발안일반산업단지,(주)솔로몬몰드,경기도 화성시 향남읍 구문천리 922-9번지,기타
화성발안일반산업단지,(주)수일금속,경기도 화성시 향남읍 구문천리 930-7번지,기타
화성발안일반산업단지,(주)수자원미터텍,경기도 화성시 향남읍 구문천리 922-8,기타
화성발안일반산업단지,(주)시엠에프랩,경기도 화성시 향남읍 구문천리 930-7번지,기타
화성발안일반산업단지,(주)시지바이오 ,경기도 화성시 향남읍 하길리 1404-1번지,기타
화성발안일반산업단지,(주)신광산업,경기도 화성시 향남읍 구문천리 922-1,목재종이출판
화성발안일반산업단지,(주)신라테크윈,경기도 화성시 향남읍 구문천리 928-8,기타
화성발안일반산업단지,(주)신성피씨 ,경기도 화성시 향남읍 구문천리 932-15번지,기타
화성발안일반산업단지,(주)신세기컨테이너,경기도 화성시 향남읍 구문천리 921,기타
화성발안일반산업단지,(주)신아금속 ,경기도 화성시 향남읍 구문천리 930-10번지,기타
화성발안일반산업단지,(주)신일승강기 ,경기도 화성시 향남읍 구문천리 929-19번지,기타
화성발안일반산업단지,(주)싸이노스,경기도 화성시 향남읍 구문천리 930-17,전기전자
화성발안일반산업단지,(주)싸이노스,경기도 화성시 향남읍 구문천리 930-4번지,전기전자
화성발안일반산업단지,(주)싸이노스,경기도 화성시 향남읍 구문천리 930-13번지,기타
화성발안일반산업단지,(주)씨에스티,경기도 화성시 향남읍 구문천리 921-1,기타
화성발안일반산업단지,(주)씨케이솔루션 ,경기도 화성시 향남읍 구문천리 928-13번지,전기전자
화성발안일반산업단지,(주)아셈,경기도 화성시 향남읍 구문천리 921-8번지,기타
화성발안일반산업단지,(주)아셈텍,경기도 화성시 향남읍 구문천리 929-3번지,기타
화성발안일반산업단지,(주)아셈텍,경기도 화성시 향남읍 구문천리 929-21번지,기타
화성발안일반산업단지,(주)애드인,경기도 화성시 향남읍 구문천리 921-7,기타
화성발안일반산업단지,(주)에스디메카텍,경기도 화성시 향남읍 구문천리 923-6,기타
화성발안일반산업단지,(주)에스디메카텍,경기도 화성시 향남읍 구문천리 926-7,전기전자
화성발안일반산업단지,(주)에스아이디어코스틱,경기도 화성시 향남읍 하길리 1403-5번지,기타
화성발안일반산업단지,(주)에스아이디어코스틱,경기도 화성시 향남읍 구문천리 935-15,전기전자
화성발안일반산업단지,(주)에스에이치팜,경기도 화성시 향남읍 하길리 1408-4번지,기타
화성발안일반산업단지,(주)에스에이티이노베이션,경기도 화성시 향남읍 구문천리 923-3번지,기타
화성발안일반산업단지,(주)에스에프케이 ,경기도 화성시 향남읍 하길리 1405-6번지,기타
화성발안일반산업단지,(주)에스테크솔루션 ,경기도 화성시 향남읍 구문천리 930-16,기타
화성발안일반산업단지,(주)에이마크,경기도 화성시 향남읍 하길리 1407-1번지,기타
화성발안일반산업단지,(주)에이앤아이,경기도 화성시 향남읍 구문천리 934번지,전기전자
화성발안일반산업단지,(주)에이치제이,경기도 화성시 향남읍 구문천리 928-1번지,전기전자
화성발안일반산업단지,(주)에이치제이,경기도 화성시 향남읍 구문천리 928-4,기타
화성발안일반산업단지,(주)에이치제이 ,경기도 화성시 향남읍 구문천리 928-5번지,전기전자
화성발안일반산업단지,(주)에이치케이(HK)정공,경기도 화성시 향남읍 구문천리 934-7,기타
화성발안일반산업단지,(주)에이티이엔지,경기도 화성시 향남읍 구문천리 932-5번지,기타
화성발안일반산업단지,(주)에코위더스 화성공장,경기도 화성시 향남읍 구문천리 929-10,음식료
화성발안일반산업단지,(주)에코파트너스,경기도 화성시 향남읍 하길리 1406-26,기타
화성발안일반산업단지,(주)엑시아머티리얼스,경기도 화성시 향남읍 구문천리 930-11번지,기타
화성발안일반산업단지,(주)엘림하이드로,경기도 화성시 향남읍 구문천리 925-1번지,기타
화성발안일반산업단지,(주)엠에스더블유,경기도 화성시 향남읍 하길리 1407-7번지,기타
화성발안일반산업단지,(주)엠제이산업,경기도 화성시 향남읍 구문천리 928-7번지,기타
화성발안일반산업단지,(주)영진경판,경기도 화성시 향남읍 구문천리 935-19,기타
화성발안일반산업단지,(주)오에스티,경기도 화성시 향남읍 하길리 1403-4번지,기타
화성발안일반산업단지,(주)오에스티,경기도 화성시 향남읍 하길리 1403-1번지,기타
화성발안일반산업단지,(주)와이아이테크닉스,경기도 화성시 향남읍 구문천리 932-19번지,전기전자
화성발안일반산업단지,(주)와이에스더블유,경기도 화성시 향남읍 하길리 1407-7,기타
화성발안일반산업단지,(주)우신열처리,경기도 화성시 향남읍 구문천리 932-2번지,기타
화성발안일반산업단지,(주)우진이엔지,경기도 화성시 향남읍 구문천리 935-26,전기전자
화성발안일반산업단지,(주)우창기업,경기도 화성시 향남읍 구문천리 933-5번지,운송장비
화성발안일반산업단지,(주)원세미콘 발안공장,경기도 화성시 향남읍 구문천리 928-10,전기전자
화성발안일반산업단지,(주)원풍약품상사,경기도 화성시 향남읍 하길리 1408-10번지,기타
화성발안일반산업단지,(주)웰크론한텍,경기도 화성시 향남읍 구문천리 925-1번지,목재종이출판
화성발안일반산업단지,(주)위드엘씨,경기도 화성시 향남읍 구문천리 932-11번지,전기전자
화성발안일반산업단지,(주)위스코시스템 ,경기도 화성시 향남읍 구문천리 930-10번지,기타
화성발안일반산업단지,(주)유성엔지니어링,경기도 화성시 향남읍 구문천리 932-22번지,기타
화성발안일반산업단지,(주)유인,경기도 화성시 향남읍 하길리 1412-13번지,기타
화성발안일반산업단지,(주)유진솔루션,경기도 화성시 향남읍 하길리 930-6번지,전기전자
화성발안일반산업단지,(주)유창이앤씨,경기도 화성시 향남읍 구문천리 928-9번지,기타
화성발안일반산업단지,(주)유텍이엔지,경기도 화성시 향남읍 구문천리 928-13,전기전자
화성발안일반산업단지,(주)유한팩,경기도 화성시 향남읍 구문천리 935-25번지,기타
화성발안일반산업단지,(주)유한팩,경기도 화성시 향남읍 구문천리 935-4,전기전자
화성발안일반산업단지,(주)윤성에프앤씨,경기도 화성시 향남읍 구문천리 930-12번지,기타
화성발안일반산업단지,(주)윤성에프앤씨 제2공장,경기도 화성시 향남읍 구문천리 932-23번지,기타
화성발안일반산업단지,(주)윤성에프앤씨 제3공장,경기도 화성시 향남읍 구문천리 932-3번지,기타
화성발안일반산업단지,(주)윤성에프앤씨 제4공장,경기도 화성시 향남읍 구문천리 932-18번지,기타
화성발안일반산업단지,(주)융진인더스트리,경기도 화성시 향남읍 구문천리 928-2번지,기타
화성발안일반산업단지,(주)의신금속,경기도 화성시 향남읍 구문천리 930-7번지,기타
화성발안일반산업단지,(주)이노에스템,경기도 화성시 향남읍 구문천리 929-4,기타
화성발안일반산업단지,(주)인베스트레이저,경기도 화성시 향남읍 구문천리 928-16번지,기타
화성발안일반산업단지,(주)인시텍,경기도 화성시 향남읍 구문천리 929-6,운송장비
화성발안일반산업단지,(주)인터제로시스템 ,경기도 화성시 향남읍 구문천리 932-5번지,기타
화성발안일반산업단지,(주)인터팩,경기도 화성시 향남읍 구문천리 936-1,전기전자
화성발안일반산업단지,(주)인프라포커스,경기도 화성시 향남읍 구문천리 932-13번지 ,기타
화성발안일반산업단지,(주)정도마이크로,경기도 화성시 향남읍 하길리 1406-19 번지,기타
화성발안일반산업단지,(주)정화프레스,경기도 화성시 향남읍 구문천리 930-14번지,전기전자
화성발안일반산업단지,(주)제이에스브이,경기도 화성시 향남읍 하길리 1403-1번지,기타
화성발안일반산업단지,(주)제이에스브이,경기도 화성시 향남읍 구문천리 936-5번지,기타
화성발안일반산업단지,(주)제이에스브이,경기도 화성시 향남읍 구문천리 934-6번지,운송장비
화성발안일반산업단지,(주)제이에프엠엔지니어링,경기도 화성시 향남읍 구문천리 929-22,기타
화성발안일반산업단지,(주)제이엠슈타인,경기도 화성시 향남읍 구문천리 930-10,기타
화성발안일반산업단지,(주)제이피코리아,경기도 화성시 향남읍 구문천리 928-4,전기전자
화성발안일반산업단지,(주)제일테크닉스,경기도 화성시 향남읍 하길리 1406-5번지,전기전자
화성발안일반산업단지,(주)준테크,경기도 화성시 향남읍 구문천리 935-8번지,기타
화성발안일반산업단지,(주)중원전기,경기도 화성시 향남읍 구문천리 928-8,기타
화성발안일반산업단지,(주)지엠티솔루션,경기도 화성시 향남읍 하길리 1407-8번지,기타
화성발안일반산업단지,(주)진도메탈,경기도 화성시 향남읍 구문천리 930-13번지,기타
화성발안일반산업단지,(주)진테크널러지,경기도 화성시 향남읍 하길리 1405-9번지,전기전자
화성발안일반산업단지,(주)진테크널러지,경기도 화성시 향남읍 하길리 1403-5,전기전자
화성발안일반산업단지,(주)창영전자,경기도 화성시 향남읍 구문천리 921번지,전기전자
화성발안일반산업단지,(주)철원피에스디,경기도 화성시 향남읍 구문천리 930-3번지,기타
화성발안일반산업단지,(주)첨단에스엔티,경기도 화성시 향남읍 하길리 1403-3번지,기타
화성발안일반산업단지,(주)커포텍,경기도 화성시 향남읍 하길리 1405-1번지,기타
화성발안일반산업단지,(주)케이에이엠인터내셔날,경기도 화성시 향남읍 구문천리 935-17번지,전기전자
화성발안일반산업단지,(주)케이엔비,경기도 화성시 향남읍 구문천리 929-5번지,기타
화성발안일반산업단지,(주)케이티피테크,경기도 화성시 향남읍 구문천리 933-2번지,기타
화성발안일반산업단지,(주)코먼 ,경기도 화성시 향남읍 구문천리 930-13번지 ,기타
화성발안일반산업단지,(주)코스몰,경기도 화성시 향남읍 하길리 1407-2번지,기타
화성발안일반산업단지,(주)코캣,경기도 화성시 향남읍 구문천리 923-3번지,전기전자
화성발안일반산업단지,(주)퀄맥스머티리얼즈,경기도 화성시 향남읍 구문천리 930-16번지,기타
화성발안일반산업단지,(주)크라테크,경기도 화성시 향남읍 하길리 1412-9번지,운송장비
화성발안일반산업단지,(주)태영금속 ,경기도 화성시 향남읍 구문천리 930-7번지,기타
화성발안일반산업단지,(주)태영정공,경기도 화성시 향남읍 하길리 1412-8,기타
화성발안일반산업단지,(주)태흥기전,경기도 화성시 향남읍 구문천리 926-6,전기전자
화성발안일반산업단지,(주)테스,경기도 화성시 향남읍 구문천리 932-8,전기전자
화성발안일반산업단지,(주)테크랜드,경기도 화성시 향남읍 구문천리 932-15번지,기타
화성발안일반산업단지,(주)테크세원,경기도 화성시 향남읍 구문천리 922-4,목재종이출판
화성발안일반산업단지,(주)텍스원,경기도 화성시 향남읍 구문천리 930-5번지,기타
화성발안일반산업단지,(주)티에스테크노,경기도 화성시 향남읍 하길리 1408-1,기타
화성발안일반산업단지,(주)티엘에이치,경기도 화성시 향남읍 구문천리 935-24번지,전기전자
화성발안일반산업단지,(주)파마코스텍,경기도 화성시 향남읍 하길리 1405-2,기타
화성발안일반산업단지,(주)파마피아,경기도 화성시 향남읍 하길리 1406-2번지,기타
화성발안일반산업단지,(주)파인테크글로벌,경기도 화성시 향남읍 구문천리 932-1번지,기타
화성발안일반산업단지,(주)퍼스컴프,경기도 화성시 향남읍 하길리 1408-4번지,기타
화성발안일반산업단지,(주)포그린,경기도 화성시 향남읍 구문천리 930-2번지,기타
화성발안일반산업단지,(주)폴라리스세원,경기도 화성시 향남읍 구문천리 921-2,운송장비
화성발안일반산업단지,(주)폴라리스에이아이파마,경기도 화성시 향남읍 하길리 1407-9번지,기타
화성발안일반산업단지,(주)폴라리스에이아이파마,경기도 화성시 향남읍 하길리 1407-12번지,기타
화성발안일반산업단지,(주)풍원정공,경기도 화성시 향남읍 구문천리 932-14번지,운송장비
화성발안일반산업단지,(주)프리레이저,경기도 화성시 향남읍 구문천리 929-7번지,기타
화성발안일반산업단지,(주)한결엔지니어링,경기도 화성시 향남읍 구문천리 935-24번지,기타
화성발안일반산업단지,(주)한국이알이시,경기도 화성시 향남읍 구문천리 935-9번지,전기전자
화성발안일반산업단지,(주)한국콤프에어,경기도 화성시 향남읍 하길리 1408-4번지,기타
화성발안일반산업단지,(주)한국표준엔지니어링,경기도 화성시 향남읍 구문천리 935-12,전기전자
화성발안일반산업단지,(주)한성CRS ,경기도 화성시 향남읍 하길리 1412-7번지,기타
화성발안일반산업단지,(주)한성씨알에스,경기도 화성시 향남읍 하길리 1412-7번지,기타
화성발안일반산업단지,(주)한신기업,경기도 화성시 향남읍 구문천리 929-10번지,기타
화성발안일반산업단지,(주)한일테크놀러지,경기도 화성시 향남읍 하길리 1406-24번지,기타
화성발안일반산업단지,(주)혜성기업 ,경기도 화성시 향남읍 구문천리 930-13번지,기타
화성발안일반산업단지,CC테크,경기도 화성시 향남읍 하길리 1406-7번지 ,기타
화성발안일반산업단지,D.S정공,경기도 화성시 향남읍 구문천리 932-16번지,기타
화성발안일반산업단지,G Tech Korea(지텍코리아),경기도 화성시 향남읍 구문천리 928-7번지,기타
화성발안일반산업단지,M-TECH(엠텍),경기도 화성시 향남읍 구문천리 935-17번지,기타
화성발안일반산업단지,ok자동차공업사,경기도 화성시 향남읍 구문천리 924-1번지,운송장비
화성발안일반산업단지,㈜유성엔지니어링,경기도 화성시 향남읍 구문천리 932-19,기타
화성발안일반산업단지,㈜첨단에스엔티,경기도 화성시 향남읍 구문천리 926-7,전기전자
화성발안일반산업단지,가나종합철강(주),경기도 화성시 향남읍 하길리 1406-3,위험물등
화성발안일반산업단지,가드너덴버코리아(주),경기도 화성시 향남읍 하길리 1408-4번지,기타
화성발안일반산업단지,건양공업(주),경기도 화성시 향남읍 구문천리 933-6 번지,기타
화성발안일반산업단지,건우산업,경기도 화성시 향남읍 구문천리 929-1번지,기타
화성발안일반산업단지,건일금속,경기도 화성시 향남읍 구문천리 929-1번지,기타
화성발안일반산업단지,경기그린에너지(주),경기도 화성시 향남읍 구문천리 936-8번지,기타
화성발안일반산업단지,경기메탈 ,경기도 화성시 향남읍 구문천리 930-13번지,기타
화성발안일반산업단지,경기종합철강,경기도 화성시 향남읍 하길리 1412-3번지,전기전자
화성발안일반산업단지,경도전기(주),경기도 화성시 향남읍 구문천리 935-12,전기전자
화성발안일반산업단지,경도전기(주) ,경기도 화성시 향남읍 하길리 1406-8번지,기타
화성발안일반산업단지,경동제약(주),경기도 화성시 향남읍 하길리 1408-19번지,기타
화성발안일반산업단지,경진양행,경기도 화성시 향남읍 구문천리 930-7번지,기타
화성발안일반산업단지,금강전자,경기도 화성시 향남읍 구문천리 935-8번지,전기전자
화성발안일반산업단지,금성산업,경기도 화성시 향남읍 하길리 1407-7,기타
화성발안일반산업단지,금창사,경기도 화성시 향남읍 구문천리 930-10번지,기타
화성발안일반산업단지,기신메가텍(주),경기도 화성시 향남읍 하길리 1405-3번지,기타
화성발안일반산업단지,기신정기(주),경기도 화성시 향남읍 하길리 1405-3번지,기타
화성발안일반산업단지,기흥플랜트(주),경기도 화성시 향남읍 하길리 1406-6,기타
화성발안일반산업단지,김계식,경기도 화성시 향남읍 구문천리 927-2,기타
화성발안일반산업단지,남일변압기,경기도 화성시 향남읍 구문천리 935-12번지,기타
화성발안일반산업단지,네오텍,경기도 화성시 향남읍 구문천리 930-7번지,기타
화성발안일반산업단지,다빈테크,경기도 화성시 향남읍 구문천리 930-13,기타
